Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-06-19 00:00:00-04:00,46.65467553004124,46.992617409492745,46.542029430542385,46.89874267578125,16600,0.0,0.0,0.0
2018-06-20 00:00:00-04:00,47.358711880266284,47.770811685591426,47.358711880266284,47.48074722290039,190000,0.0,0.0,0.0
2018-06-21 00:00:00-04:00,47.6591059086351,47.734202105201625,47.124032527138546,47.18974304199219,428700,0.0,0.0,0.0
2018-06-22 00:00:00-04:00,47.49013808431869,47.5089130299222,47.114646334157946,47.39626693725586,181500,0.0,0.0,0.0
2018-06-25 00:00:00-04:00,47.152187752345846,47.152187752345846,46.01163597380601,46.41998291015625,2509600,0.0,0.0,0.0
2018-06-26 00:00:00-04:00,46.673447506675025,46.72976876236293,46.32611638547765,46.49696731567383,104000,0.0,0.0,0.0
2018-06-27 00:00:00-04:00,46.76731818792436,46.936289115215516,46.091434478759766,46.091434478759766,144900,0.0,0.0,0.0
2018-06-28 00:00:00-04:00,46.091429699101795,46.73915271353421,45.96939793834423,46.55140686035156,336500,0.0,0.0,0.0
2018-06-29 00:00:00-04:00,46.74854689536022,46.78609678901555,46.39183006754445,46.49509048461914,152300,0.0,0.0,0.0
2018-07-02 00:00:00-04:00,46.10082525171722,46.786094665527344,45.94124000140264,46.786094665527344,321300,0.0,0.0,0.0
2018-07-03 00:00:00-04:00,46.93628975086222,46.93628975086222,46.17498235761701,46.213470458984375,97500,0.0,0.0,0.0
2018-07-05 00:00:00-04:00,46.5514085290236,46.936285930414826,46.30734141780539,46.917510986328125,324900,0.0,0.0,0.0
2018-07-06 00:00:00-04:00,47.06770521012681,47.702286121445866,46.87057367596895,47.65910339355469,199800,0.0,0.0,0.0
2018-07-09 00:00:00-04:00,48.062752648884796,48.062752648884796,47.54645427204862,47.931331634521484,118100,0.0,0.0,0.0
2018-07-10 00:00:00-04:00,48.07214860458941,48.07214860458941,47.75298168107849,47.91162872314453,1153200,0.0,0.0,0.0
2018-07-11 00:00:00-04:00,47.59340256239367,48.0909261300677,47.54646698485075,47.846858978271484,227500,0.0,0.0,0.0
2018-07-12 00:00:00-04:00,48.15662570469546,48.59782791137695,48.006429742137485,48.59782791137695,361400,0.0,0.0,0.0
2018-07-13 00:00:00-04:00,48.607209597416094,48.625984538812034,48.2964938068412,48.52272415161133,80100,0.0,0.0,0.0
2018-07-16 00:00:00-04:00,48.60721200685089,48.60721200685089,48.29743441084718,48.381919860839844,200700,0.0,0.0,0.0
2018-07-17 00:00:00-04:00,47.696656596571614,48.513346995546975,47.612171135922125,48.39131164550781,172600,0.0,0.0,0.0
2018-07-18 00:00:00-04:00,48.42885630926566,48.43824199012306,48.09091450313273,48.2504997253418,147800,0.0,0.0,0.0
2018-07-19 00:00:00-04:00,48.278661951086434,48.316211837670515,47.880642463776304,47.912559509277344,258400,0.0,0.0,0.0
2018-07-20 00:00:00-04:00,47.921946376724044,48.04961456188855,47.72481483870917,47.75297546386719,158400,0.0,0.0,0.0
2018-07-23 00:00:00-04:00,47.809301099093474,47.96888275227825,47.546459043987056,47.950111389160156,94800,0.0,0.0,0.0
2018-07-24 00:00:00-04:00,48.9169958595322,48.9169958595322,48.025205745485835,48.288047790527344,211200,0.0,0.0,0.0
2018-07-25 00:00:00-04:00,48.372530366210164,48.6963918531145,48.23172367087,48.6353759765625,604300,0.0,0.0,0.0
2018-07-26 00:00:00-04:00,46.701601524807735,46.95505788239557,46.532630619749185,46.80110549926758,833400,0.0,0.0,0.0
2018-07-27 00:00:00-04:00,46.720375298011504,46.776700125272285,45.65773790751282,45.91307067871094,1111200,0.0,0.0,0.0
2018-07-30 00:00:00-04:00,46.01633770696206,46.01633770696206,44.935863428219896,45.19025802612305,251300,0.0,0.0,0.0
2018-07-31 00:00:00-04:00,45.40616471405104,45.78165645626724,45.19025821561085,45.49065017700195,1211400,0.0,0.0,0.0
2018-08-01 00:00:00-04:00,45.58450361380828,45.790082543039844,45.17052396440237,45.30288314819336,1250400,0.0,0.0,0.0
2018-08-02 00:00:00-04:00,45.143324775062595,45.67839820537016,44.96496815861168,45.603302001953125,190700,0.0,0.0,0.0
2018-08-03 00:00:00-04:00,45.14331594425089,45.931845621131195,45.14331594425089,45.91307067871094,117200,0.0,0.0,0.0
2018-08-06 00:00:00-04:00,45.913073524278076,46.38243637101204,45.82858806862779,46.373050689697266,110200,0.0,0.0,0.0
2018-08-07 00:00:00-04:00,46.63589167388315,46.74759954184723,46.39182099381596,46.42937088012695,128800,0.0,0.0,0.0
2018-08-08 00:00:00-04:00,46.51385815976553,46.560793729019615,46.33362514411533,46.391822814941406,114200,0.0,0.0,0.0
2018-08-09 00:00:00-04:00,46.42936865147369,46.82832632675343,46.42936865147369,46.6452751159668,306400,0.0,0.0,0.0
2018-08-10 00:00:00-04:00,46.49509715010066,46.49509715010066,46.13838385210186,46.25102996826172,177600,0.0,0.0,0.0
2018-08-13 00:00:00-04:00,46.307349545973565,46.57019164741423,46.15714996691597,46.1853141784668,261000,0.0,0.0,0.0
2018-08-14 00:00:00-04:00,46.410598392823815,46.588958571761964,46.10082076675165,46.513858795166016,189800,0.0,0.0,0.0
2018-08-15 00:00:00-04:00,46.222851383979275,46.279172629709315,45.51880716472116,45.86613464355469,555100,0.0,0.0,0.0
2018-08-16 00:00:00-04:00,46.17591123306893,46.21815574740123,45.77225893633542,45.84735870361328,177600,0.0,0.0,0.0
2018-08-17 00:00:00-04:00,45.67840148999526,45.819211805340395,45.4343343351461,45.631465911865234,226900,0.0,0.0,0.0
2018-08-20 00:00:00-04:00,45.856754213334945,45.856754213334945,45.407104466096264,45.70655822753906,145800,0.0,0.0,0.0
2018-08-21 00:00:00-04:00,45.950616927213055,46.21345893838824,45.81919592162546,45.98816680908203,384900,0.0,0.0,0.0
2018-08-22 00:00:00-04:00,45.85675827272075,46.02572921931831,45.76288711614658,45.93185806274414,501900,0.0,0.0,0.0
2018-08-23 00:00:00-04:00,45.88491659045359,46.15714434193254,45.73472061065483,45.74410629272461,283700,0.0,0.0,0.0
2018-08-24 00:00:00-04:00,45.96000705699394,46.41059494018555,45.884910866939094,46.41059494018555,330900,0.0,0.0,0.0
2018-08-27 00:00:00-04:00,46.701605325079164,46.95412349321389,46.61805807575274,46.86118698120117,299200,0.0,0.0,0.0
2018-08-28 00:00:00-04:00,46.99261640223724,46.99261640223724,46.58990221849095,46.6546745300293,150200,0.0,0.0,0.0
2018-08-29 00:00:00-04:00,46.77670427710954,46.95506087450152,46.62650472441596,46.917510986328125,270900,0.0,0.0,0.0
2018-08-30 00:00:00-04:00,46.75793907079172,46.96915096908362,46.44815780027807,46.62651443481445,344400,0.0,0.0,0.0
2018-08-31 00:00:00-04:00,46.579572480362245,46.579572480362245,46.03698980704879,46.166534423828125,235000,0.0,0.0,0.0
2018-09-04 00:00:00-04:00,46.044494303339725,46.044494303339725,45.43432475440579,45.59390640258789,343700,0.0,0.0,0.0
2018-09-05 00:00:00-04:00,45.54698043310916,45.54698043310916,44.83354675418447,45.00251770019531,773600,0.0,0.0,0.0
2018-09-06 00:00:00-04:00,44.974339786683025,45.04005028699643,44.27968132214372,44.6645622253418,599600,0.0,0.0,0.0
2018-09-07 00:00:00-04:00,44.382953993158935,45.01190213154922,44.33601842007421,44.758445739746094,755700,0.0,0.0,0.0
2018-09-10 00:00:00-04:00,45.040056025890344,45.040056025890344,44.64485118283196,44.85231018066406,310900,0.0,0.0,0.0
2018-09-11 00:00:00-04:00,44.79597418818304,45.39675783038266,44.73964937886946,45.30288314819336,615700,0.0,0.0,0.0
2018-09-12 00:00:00-04:00,45.1808827954865,45.293528911354976,44.91803708385275,45.17149353027344,713300,0.0,0.0,0.0
2018-09-13 00:00:00-04:00,45.34984345938686,45.54697501262078,45.25596873335549,45.49065017700195,754500,0.0,0.0,0.0
2018-09-14 00:00:00-04:00,45.65961096514645,45.65961096514645,45.293508567296044,45.40615463256836,1190800,0.0,0.0,0.0
