Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-04-27 00:00:00-04:00,178.6487982572932,178.7749991197327,177.14273282771242,177.3362579345703,79358100,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,177.3110350836677,177.95047424639162,176.12469550749034,177.89999389648438,86863500,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,176.9997600533384,177.7738222244295,176.3519116252025,177.1680450439453,125684900,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,176.58744885262007,176.98289536772722,174.6859367999757,175.3927001953125,161304900,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,176.18357049306513,177.33626068737055,176.08260980154628,177.294189453125,103399700,0.0,0.0,0.0
2015-05-04 00:00:00-04:00,177.72329312891472,178.3879852798562,177.61392332102136,177.7990264892578,70927200,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,177.55499225293002,177.9167894188921,175.61983125023454,175.7628631591797,113326200,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,176.31819773141837,176.62950176363802,173.96234977627432,175.039306640625,135060200,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,174.93833829843518,176.16674898849757,174.60179410741594,175.73764038085938,88244900,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,177.4288444748837,178.2533868947504,177.3447019911187,178.05145263671875,155877300,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,178.00943029001255,178.27866318358224,177.12598538489536,177.2017059326172,75708100,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,176.3603114933001,177.2185161147013,175.52734705149823,176.67161560058594,119727600,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,177.0839226018919,177.71495287309978,176.46972339931918,176.70530700683594,94667900,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,177.7317639196444,178.6404489484185,177.45410909099047,178.5478973388672,95934000,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,178.74136352539062,178.88439545988933,178.25336542268616,178.74136352539062,76510100,0.0,0.0,0.0
