Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-04-27 00:00:00-04:00,41.16525557184057,41.581724750786655,41.148923019611104,41.40207290649414,3617900,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,41.39391355211369,41.51640616136866,41.16526400429529,41.45924377441406,3184500,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,41.23875824014804,41.58173255599835,41.116265632992125,41.43474578857422,3444300,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,41.287763118219054,41.48374758576358,41.01828058144915,41.17343521118164,4446700,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,41.42658204299954,41.957379239586906,41.35308709447386,41.851219177246094,6749900,0.0,0.0,0.0
2015-05-04 00:00:00-04:00,41.97369858404294,42.047193509433946,41.7205487043371,41.736881256103516,4150200,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,41.64706333982982,41.96554038459812,41.16526385501928,41.26325607299805,3761300,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,41.50007671951482,41.58173638840071,41.12443725845308,41.271427154541016,5015600,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,41.04277195794051,41.49190945462435,40.92844718246335,41.45107650756836,6230400,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,41.9328633660049,42.284005422092086,41.92469864812371,42.112518310546875,4631000,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,42.088048349519205,42.15337548030127,41.85123088080933,41.916561126708984,4117200,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,41.76139025650984,41.76139025650984,41.45107791601609,41.47557830810547,3774800,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,41.36127045817643,41.60625267352677,41.271442919020465,41.426597595214844,3814000,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,41.63072548213206,41.892040106871434,41.63072548213206,41.859375,3159500,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,41.8185554660593,42.06353759765625,41.72056323644388,42.06353759765625,3129900,0.0,0.0,0.0
2015-05-18 00:00:00-04:00,41.88387355291222,42.01453085955823,41.78587823659078,41.87570571899414,2690500,0.0,0.0,0.0
2015-05-19 00:00:00-04:00,41.81855591307425,41.89205086485063,41.54907649997208,41.671566009521484,2714500,0.0,0.0,0.0
2015-05-20 00:00:00-04:00,41.7450487816623,41.78587860626616,41.540896543527055,41.647056579589844,2203700,0.0,0.0,0.0
2015-05-21 00:00:00-04:00,41.6634024039962,41.88388726522986,41.54090977604964,41.79405975341797,1909400,0.0,0.0,0.0
2015-05-22 00:00:00-04:00,41.76956036046084,41.82672275324581,41.67156501701509,41.745059967041016,1754500,0.0,0.0,0.0
2015-05-26 00:00:00-04:00,41.53273585779853,41.54090057746578,41.06726895885905,41.2224235534668,3787600,0.0,0.0,0.0
2015-05-27 00:00:00-04:00,41.22243032178749,41.5572399552097,41.17343265039031,41.491912841796875,2793000,0.0,0.0,0.0
2015-05-28 00:00:00-04:00,41.4265734685501,41.62256099575878,41.34491381603086,41.598060607910156,1742100,0.0,0.0,0.0
2015-05-29 00:00:00-04:00,41.581729564746155,41.589897399364396,41.22242271944798,41.328582763671875,3251200,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,41.42658460122167,41.45924971705397,41.059109835900514,41.34492492675781,4367900,0.0,0.0,0.0
2015-06-02 00:00:00-04:00,41.28775858270879,41.66339803350214,41.19793108031982,41.47557830810547,3655800,0.0,0.0,0.0
2015-06-03 00:00:00-04:00,41.61439923328354,41.76955695687125,41.44291206890226,41.51640701293945,2630200,0.0,0.0,0.0
2015-06-04 00:00:00-04:00,41.271421756480144,41.271421756480144,40.8304521258926,41.02643966674805,3772700,0.0,0.0,0.0
2015-06-05 00:00:00-04:00,40.88760926048579,41.034599118477665,40.66712447349798,40.8386116027832,2962200,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,40.8386142548628,40.920277023003656,40.683459668069275,40.691627502441406,3924500,0.0,0.0,0.0
