Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-04-27 00:00:00-04:00,16.306073609067667,16.373148535206383,16.198752152347247,16.225582122802734,29486759,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,16.19874829747724,16.31948471069336,16.131673387300566,16.31948471069336,31748721,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,16.225581405226592,16.386562795738584,16.158506482054264,16.312780380249023,49893538,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,16.265830811185022,16.35302981007434,16.12497185907079,16.185340881347656,42838185,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,16.27254052986239,16.346322968492153,16.252416471700826,16.326200485229492,22565584,0.0,0.0,0.0
2015-05-04 00:00:00-04:00,16.393268530521087,16.493882479391086,16.366438564128618,16.48717498779297,27367961,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,16.44022309836492,16.534127983890155,16.3261941624717,16.339609146118164,37717594,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,16.406685441206687,16.433515410751195,16.14509166324932,16.259119033813477,36626312,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,16.192045981568775,16.413394830794793,16.192045981568775,16.373149871826172,39290812,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,16.460345667747337,16.607912063598633,16.460345667747337,16.607912063598633,40714217,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,16.607915400500033,16.64145286654596,16.52071641388201,16.54754638671875,38354636,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,16.473760004596734,16.527419937381673,16.353023580932383,16.48717498779297,48760649,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,16.48717945421664,16.554254388368605,16.460349480555855,16.493886947631836,29430379,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,16.57438008194891,16.64816409871951,16.540842608370898,16.641456604003906,26445450,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,16.648164241669534,16.65487173644273,16.514012771306614,16.567672729492188,28494942,0.0,0.0,0.0
2015-05-18 00:00:00-04:00,16.574378228281915,16.67499221266233,16.554255746385593,16.661577224731445,19841750,0.0,0.0,0.0
2015-05-19 00:00:00-04:00,16.695110474842433,16.809139418332727,16.68169549030221,16.755477905273438,32513049,0.0,0.0,0.0
2015-05-20 00:00:00-04:00,16.78901809901723,16.79572559174978,16.681696640397924,16.708526611328125,37350263,0.0,0.0,0.0
2015-05-21 00:00:00-04:00,16.67499095598436,16.70852842328408,16.654868475604527,16.668283462524414,23172098,0.0,0.0,0.0
2015-05-22 00:00:00-04:00,16.63474474258826,16.715234658046505,16.63474474258826,16.674989700317383,16231966,0.0,0.0,0.0
2015-05-26 00:00:00-04:00,16.648156361046027,16.648156361046027,16.473760004596734,16.48717498779297,54832187,0.0,0.0,0.0
2015-05-27 00:00:00-04:00,16.53413201842686,16.688405942904247,16.514009538047027,16.668283462524414,31773341,0.0,0.0,0.0
2015-05-28 00:00:00-04:00,16.628034644039584,16.661572103558573,16.547543166295707,16.648157119750977,21900598,0.0,0.0,0.0
2015-05-29 00:00:00-04:00,16.64815960422864,16.64815960422864,16.46034822799609,16.500593185424805,31521478,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,16.587788071748037,16.60791212230197,16.467053217814282,16.514005661010742,23062170,0.0,0.0,0.0
2015-06-02 00:00:00-04:00,16.500591381200305,16.60120376377083,16.43351488458825,16.540836334228516,26426862,0.0,0.0,0.0
2015-06-03 00:00:00-04:00,16.60120445380988,16.728648385261536,16.567666991559033,16.68169593811035,40898498,0.0,0.0,0.0
2015-06-04 00:00:00-04:00,16.634738304671767,16.674983246825438,16.50729441295387,16.53412437438965,37471271,0.0,0.0,0.0
2015-06-05 00:00:00-04:00,16.654864559205503,16.735356036695897,16.581082148496087,16.628034591674805,52402931,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,16.65486203797319,16.674984510575047,16.520710645729395,16.52741813659668,28272131,0.0,0.0,0.0
2015-06-09 00:00:00-04:00,16.540842750399403,16.641456746896335,16.473767802667435,16.567672729492188,31163011,0.0,0.0,0.0
2015-06-10 00:00:00-04:00,16.66157976630212,16.862806190859384,16.634749786347687,16.802438735961914,53968148,0.0,0.0,0.0
2015-06-11 00:00:00-04:00,16.87621814441654,16.90304969444239,16.80914320659879,16.869510650634766,60034147,0.0,0.0,0.0
2015-06-12 00:00:00-04:00,16.829268064465136,16.862805538109956,16.742069058089623,16.795730590820312,42206558,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,16.68840543533164,16.782311915813395,16.614623009516325,16.721942901611328,40678641,0.0,0.0,0.0
